,ProductName,Username,Reviews,Ratings
276,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,gracex8,[This review was collected as part of a promotion.] pretty good for a relatively affordable product. it is moisturising and feels nice on the skin. I'm not sure of long term effects as I've only just started to use it so can't comment on that,4 out of 5 stars.
277,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,beautyandmybub,"[This review was collected as part of a promotion.] I love retinol products and I think having this ingredient in an oil form is super great , it makes it more gentle on sensitive skin. This oil feels really light but still moisturising enough. My skin looks brighter and firmer after using it consistently for a week.",4 out of 5 stars.
278,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,alexandrab197,[This review was collected as part of a promotion.] Really nice and lightweight oil. Leaves the skin feeling nicely hydrated.  I feel as though it doesn't last as long but still worth the price of this product. I would still use again,4 out of 5 stars.
279,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,ameltoe,"[This review was collected as part of a promotion.] Lightweight, yet moisturising. Easy to apply under my favourite Moisturizer. Lines look less deep & skin feels more supple",4 out of 5 stars.
280,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,melindas52,"[This review was collected as part of a promotion.] This isn’t a product I would typically use or search for, but I am pleasantly surprised with how gentle and nice the product feels on my skin. I’ve been using it for a week now and I feel my face looks nice and hydrated",4 out of 5 stars.
281,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Fi57,"I love this product. I use it everyday, my skin feels amazing. I am new to the skin care world, so I took a chance and tried this and was not disappointed. Recommend this product 100%",4 out of 5 stars.
282,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,tyniellem,[This review was collected as part of a promotion.] Loving this product. Makes your skin feel amazing and is not a harsh retinol like some can be. Would definitely recommend this product,4 out of 5 stars.
283,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Nanna Vicki,"Does freshen skin, helps with dryness",4 out of 5 stars.
284,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Poppy8,"[This review was collected as part of a promotion.] I really liked this product. It made my skin feel smooth and soft the next morning. It was simple to apply and had nice smell. You only needed a few drops and it was enough for my face and neck and spread easily. It felt light on my skin and I did notice a difference in my wrinkles, especially on my forehead.",4 out of 5 stars.
285,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Ali19706,[This review was collected as part of a promotion.] The Neutrogena Rapid Wrinkle repair oil left my skin feeling softer & the fine lines appear to be reduced,4 out of 5 stars.
286,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Jeannie6,[This review was collected as part of a promotion.] I haven't used this product long enough to notice a big difference but I definitely loved how soft and smooth my skin felt each morning after applying the oil before I went to bed. The only negative is that the fragrance was slightly overpowering for me.,4 out of 5 stars.
287,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,KP123451,[This review was collected as part of a promotion.] The oil has a pleasant fragrance and soaks in to the skin nicely.Haven't been using it long enough to see visible results but my skin feels soft and glowy when I wake in the morning.,4 out of 5 stars.
288,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Aanaa4,[This review was collected as part of a promotion.] I had a few fine lines near my eyes and around my lips...after using Neutrogena rapid wrinkle repair they seem to have vanished,4 out of 5 stars.
289,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Kmspe4,[This review was collected as part of a promotion.] Love the feel and scent of the Neutrogena rapid wrinkle repair oil! The dropper bottle makes application nice and easy and the oil texture soaks into the skin nicely. Too early to tell results but skin feels nice and smooth with it on.,4 out of 5 stars.
290,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Shellg9,[This review was collected as part of a promotion.] I really liked  Neutrogena Rapid Wrinkle Repair Retinol Oil texture and consistency.  It felt lighter on my skin that I expected.  It left my skin feeling soft and smooth which was a bonus and I have noticed a slight reduction in some of the fine lines around my mouth in just 2 weeks.,4 out of 5 stars.
291,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Mum2purple9,[This review was collected as part of a promotion.] I like how easy it is to apply it has become part of my routine now,4 out of 5 stars.
292,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Magdab2,"[This review was collected as part of a promotion.] This is a lovely rich oil with a solid dose of retinol, which has, in some tests, shown an increase in the production of collagen and stimulation of new blood vessels in the skin.  I found that it absorbed very quickly and easily, and didn’t leave a greasy film.  I used this only at night but I imagine that you could easily put makeup on over it if you wanted.  I didn’t need a moisturiser afterwards as it left my skin very soft and hydrated, but if your skin is super dry, you could put on your usual moisturiser straight on top.  Scent was light and not overpowering, and I didn’t experience any redness or itchiness over the period of a week, which is actually unusual for me as I have sensitive skin.  I do think I’ve noticed a small (it has only been a week!) decrease in fine lines between my eyebrow and around my eyes and my skin seems a bit brighter and fresher.  Will continue to use this for ongoing benefits.",4 out of 5 stars.
293,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Kinas9,"[This review was collected as part of a promotion.] Neutrogena is easy to use, has nice packaging. It feels good and is very easy to apply and use.",4 out of 5 stars.
294,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,YenYen8,[This review was collected as part of a promotion.] it's easy to use. Feel good on my skin and non greasy.,4 out of 5 stars.
295,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Siamak,We have been using this cream for almost one year and my wife is so happy with it.,4 out of 5 stars.
296,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Justyeux,"I bought this thinking it was an oil, but it doesn’t actually contain any, it’s more the formula that makes it an oil like consistency so there should be no pore clogging issues. I’ve been using retinol for over 6 years so I had zero irritation when layering this underneath other retinol products, with that being said this doesn’t actually state what retinol percentage it contains. This product also has an unnecessary amount of fragrance in It so be warned. I like the idea of the product but would not repurchase because of the amount of fragrance.",4 out of 5 stars.
297,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,absywally,[This review was collected as part of a promotion.] I have never used a Retinol product before so I was excited to try this! I loved the smell of this product! I also like how the oil absorbed into my skin and didn’t leave me feeling oily on my face. I however didn’t notice any difference to my skin after using it but it may work better for people with more mature skin?,3 out of 5 stars.
298,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,lanat13,[This review was collected as part of a promotion.] This is nice and my skin definitely feels very soft after using it. I am finding it to be very affective,3 out of 5 stars.
299,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,anggg96,[This review was collected as part of a promotion.] Wasn't a huge fan of the Neutrogena voxbox. I tried all the products a few times but I didn't feel like the products were anything special but they also didn't irritate my skin. The packaging was nice. Overall I give it 5/10,3 out of 5 stars.
300,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,victoriac338,"[This review was collected as part of a promotion.] Initial thoughts is that the fragrance is quite strong and might be a bit too much for some people.. the retinol content is also quite low at 0.3% (I currently use 1%). The product is oil based so i have been using as a facial oil (on my non-retinol nights) and feels rather pleasant on my skin and not too oily.The box says that it should be used morning and night but I would NOT recommend using in the morning, as sun exposure with retinol can be damaging to skin.Overall, it's not a bad product since it doubles as a facial oil but I think if you invest a bit more you can get a more effective retinol product.",3 out of 5 stars.
301,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Kate10,"I think this product is great for anyone looking to add retinol to their routine. The bottle is very clever in its design, as it doesn't let you use too much. I would recommend. It does have a strong fragrance, that's the only thing I would change.",3 out of 5 stars.
302,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Cdubz10,[This review was collected as part of a promotion.] The oil has a really pleasant scent and nice dry feeling without being too greasy or leaving your hands or face feeling oily. I felt it penetrates my skin well without the need to over work it,3 out of 5 stars.
303,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Rossy1,"[This review was collected as part of a promotion.] The smell of the product is quite strong but not unpleasant, however, it could be milder. The feel of the oil is not too oily and it absorbs reasonably quickly. It did tingle on my face the first time I used it, and there were bits on my face after application (almost like a bit of peeling). After 2 weeks of using it, I wouldn't say my wrinkles have improved drastically. The product claims to reduce the appearance of dark spots and my spot is marginally lighter. It is very nourishing for my skin though, so that is a big positive. I will continue to use it to see if the dark spot lightens even more.",3 out of 5 stars.
304,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Julie3,[This review was collected as part of a promotion.] I have only been using the product for 2 nights so far but wake up in the morning minus the bags under my eyes. The wrinkles are less and I look fresher.The product disclosure states that results may vary and are more noticeable after 4 weeks but I have already seen a change.Best thing is there has been no side effects as indicated on the box.,3 out of 5 stars.
305,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Emma758634568,This is the worst dropper i have ever experienced.Using this with oily hands is impossible not to mention it drips out and doesn't hold the oil in.Nice enough product but please rethink the packaging for the dropper!,2 out of 5 stars.
306,Neutrogena Rapid Wrinkle Repair Retinol Oil 30ml,Stefanina,Did not like. Balls up. Pilling I think it’s called. I like serums that sink in.,1 out of 5 stars.
307,Neutrogena Advanced Acne Cleanser 150ml,Baniaz24,[This review was collected as part of a promotion.] I have used this product for about 2 weeks now and have visibly reduced my red spots and pimples,5 out of 5 stars.
308,Neutrogena Advanced Acne Cleanser 150ml,JeSchwann7,"[This review was collected as part of a promotion.] The Acne Cleanser Advanced is a skincare product specifically designed for acne-prone skin. It contains 4.5% salicylic acid and an AHA/PHA complex, making it a promising solution for clearing up acne. The 150 ml packaging is vibrant and eye-catching. The cleanser has a pleasant consistency and spreads easily on wet skin, creating a rich and foamy lather. After rinsing, it leaves no residue and leaves the skin refreshed without any dryness or tightness. With regular use, the cleanser has visibly improved the skin, reducing acne spots and creating a smoother and more balanced complexion. It has a mild scent and is enjoyable to use daily. Overall, the Acne Cleanser Advanced is highly recommended for those seeking an effective cleanser to combat acne and promote clearer skin.",5 out of 5 stars.
309,Neutrogena Advanced Acne Cleanser 150ml,Emily976,"[This review was collected as part of a promotion.] I surprisingly loved this cleanser! I have acne, but very sensitive skin that is prone to drying out when using acne products. This cleanser not only got rid of my pimples but my face still felt hydrated. It leaves your skin with such a clean and soft feeling. I love that this product comes in a pump bottle, it makes it so easy to use. Also the amount of product you get is great and a little goes a long way. I will definitely keep using this cleanser in my normal skincare routine.",5 out of 5 stars.
310,Neutrogena Advanced Acne Cleanser 150ml,Llewis5,[This review was collected as part of a promotion.] This cleanser is amazing! I noticed results after only using it for a few days and my skin has never been so clear! It does a great job of not only clearing existing pimples but also preventing new ones from appearing,5 out of 5 stars.
311,Neutrogena Advanced Acne Cleanser 150ml,Flowergirl10,[This review was collected as part of a promotion.] I started using neutrogena  advance acne cleanser which has salicylic acid  is awesome . It helped me alot will definitely repurchase it.,5 out of 5 stars.
312,Neutrogena Advanced Acne Cleanser 150ml,CVcv,"Noticeable difference after just one use, skin felt and looked softer, smoother and cleaner. I suffer from acne, not suitable for sensitive skin",5 out of 5 stars.
313,Neutrogena Advanced Acne Cleanser 150ml,Susan,I couldn't be more satisfied with this product. I have been struggling with my skin for years and finally it is spotless. I have been using the Advanced Acne Serum for a few weeks and it is an absolute miracle.,5 out of 5 stars.
314,Neutrogena Advanced Acne Cleanser 150ml,mulberry,"[This review was collected as part of a promotion.] The cleanser is a clear, foamy cleanser with a mild medicinal scent. It deep cleanses my skin leaving it feeling fresh and clean. I have oily combo skin and it keeps my t-zone congestion free and I have also seen a reduction in acne. As a result, I feel my skin is softer, smoother and more even toned.",5 out of 5 stars.
315,Neutrogena Advanced Acne Cleanser 150ml,emmam331,"[This review was collected as part of a promotion.] I received these products complimentary from Influenster for testing purposes.I really love this Neutrogena Advanced Acne Cleanser! I have sensitive skin and get small breakouts on my chin and around my nose. It is very effective at eliminating acne. It exfoliates your skin and is easy to rinse off. It leaves your skin really clean and shine free. My face feels great, well cleansed and my breakouts have almost gone and I feel I’ve got an instant glow. Definitely recommend giving this cleanser a try!",5 out of 5 stars.
316,Neutrogena Advanced Acne Cleanser 150ml,cjklawon,[This review was collected as part of a promotion.] I have been using Neutrogena products for a while now but this line is new to me. Love the price point and packaging is great as it comes with a pump. The smell is refreshing- it says grapefruit and indeed it is quite nice and fruity. Gets the job done. I use one pump and another one the second time around for an extra clean. Foams slightly and doesn’t leave you too dry.,5 out of 5 stars.
317,Neutrogena Advanced Acne Cleanser 150ml,rebeccass,[This review was collected as part of a promotion.] These are great and I was really impressed with the formula. Perfect for easy to access drugstore cleanser for any budget.,5 out of 5 stars.
318,Neutrogena Advanced Acne Cleanser 150ml,livvvybaby,[This review was collected as part of a promotion.] Absolutely enjoyed using this cleanser as it helped to clear up my acne / blemishes. Great for if you have oily and congested skin. It feels nice when lathering on the skin.,5 out of 5 stars.
319,Neutrogena Advanced Acne Cleanser 150ml,Anonymous,"[This review was collected as part of a promotion.] This cleanser contains AHA/PHA/BHA mix of three ingredient with helps clear up spots for skin inflammation inclined skin. This Cleanser focusing on the three indication of the skin breakout disturbed skin. Pimple, dull spots and uneven texture skin. Recommended to use with Advanced Acne Serum 4.5% Salicylic Acid Overall this set of product is perfect for Acne prone skin.",5 out of 5 stars.
320,Neutrogena Advanced Acne Cleanser 150ml,angelasfda4,"[This review was collected as part of a promotion.] I have been using this now for a few weeks, and I’ve noticed along with the serum it’s working wonders for my face! My face looks so much more glowy and I have less pimples. Also my pores on my nose have cleared up dramatically which I’m pretty stocked about. This cleanser doesn’t leave my face dry either so I’m going to continue to use it. I really like it.",5 out of 5 stars.
321,Neutrogena Advanced Acne Cleanser 150ml,Anonymous,"[This review was collected as part of a promotion.] I incorporated Neutrogena Advanced Acne Cleanser in my morning routine. I’m pretty happy with it as it gently cleanses my face without drying skin. Don’t see any breakouts while using it which is great. The pump is good, you can control how much cleanser you want to get. Recommend! #complimentary",5 out of 5 stars.
322,Neutrogena Advanced Acne Cleanser 150ml,ntaylahj4,"[This review was collected as part of a promotion.] I'm beyond blessed I was able to receive this advanced cleanser to test out, as my skin has been beyond putrid with loads of breakouts renctley  that I  just didn't want to go out in public. since using this cleanser it has helped control my skin from breakouts and cleared up my skin quickly within the two weeks thankyou xo",5 out of 5 stars.
323,Neutrogena Advanced Acne Cleanser 150ml,maytris,[This review was collected as part of a promotion.] I have been struggling with acne for quite some time now and mask makes it worse. Since I started using Neutrogena Advanced Acne cleanser I have seen a significant change in my skin. Not only it clears the acne but also I have been experiencing less break outs. Really love this product and definitely will repurchase.I received these products complimentary from Influenster for testing purposes.,5 out of 5 stars.
324,Neutrogena Advanced Acne Cleanser 150ml,MarcF,I really love this cleanser. It is very effective at eliminating acne. It exfoliates the skin and is easy to rinse off. Leaves your skin really clean and shine free. I hope that Neutrogena never discontinue this amazing product. I just love it and I don't think that there is another product with such a high amount of Salicylic Acid in it. It really is advanced.,5 out of 5 stars.
325,Neutrogena Advanced Acne Cleanser 150ml,8pippa,Excellent for clogged pores,5 out of 5 stars.
326,Neutrogena Advanced Acne Cleanser 150ml,sanaa939f,[This review was collected as part of a promotion.] my husband has oily skin so we tried this one on him. He is a creature of habit and found the gel texture weird as previously he had been using creamier face washes. after a few attempts he has become a fan! his skin is squeaky clean without getting dried out and it gets to his blackheads too,5 out of 5 stars.
327,Neutrogena Advanced Acne Cleanser 150ml,glowtogoskincare,"[This review was collected as part of a promotion.] The Advanced Acne Cleanser has 4.5% Salicylic Acid AHA/ PHA complex whilst less than the serum I prefer this as it makes for a gentler cleanse. It does foam up rather well and whilst I wouldn’t use this every night I do when I am experiencing hormonal breakouts, but it’s great using every few nights to keep the skin at bay.",5 out of 5 stars.
328,Neutrogena Advanced Acne Cleanser 150ml,Anonymous,"[This review was collected as part of a promotion.] My busy lifestyle has left me totally neglecting my skin! I love that I can use this in the shower and it only takes a minute!My skin isn't left feeling weighed down, dry or oily. Paired with the Acne serum, this is the perfect duo!I'm already seeing and feeling a massive difference.",5 out of 5 stars.
329,Neutrogena Advanced Acne Cleanser 150ml,jaymib3,"[This review was collected as part of a promotion.] I really love this product overall! The smell is virtually odorless which is nice for sensitive skin, I love the bright red packaging and the smoothness of the cleanser made my skin feel as soft as a baby bum. I did notice my acne improving but only a tiny bit. Potentially when used long term it could help more? Overall, would definitely recommend!",5 out of 5 stars.
330,Neutrogena Advanced Acne Cleanser 150ml,Anonymous,"[This review was collected as part of a promotion.] You don't need big amount to use and I totally like it. My skin is oily so these kind of products with acids are kinda my favorite ones. My skin after it is more dry, and tight as I love.",5 out of 5 stars.
331,Neutrogena Advanced Acne Cleanser 150ml,sezrahrah,"[This review was collected as part of a promotion.] this product was very good. not too harsh in the skin, but did make it feel clean and smooth. it didn't smell harshly or chemically and was very good at cleansing the skin. will definitely use this product again.",5 out of 5 stars.
332,Neutrogena Advanced Acne Cleanser 150ml,cintielh,"[This review was collected as part of a promotion.] The cleanser is exfoliating and stripped excess oil without feeling overly dry, and is gentle enough to use on sensitive skin 1-2 times a week. I like the scent of the product and the texture is gel but foams up after adding water (one pump goes a long way). I noticed my old acnes marks are more faded and I’m less prone to breaking out.",5 out of 5 stars.
333,Neutrogena Advanced Acne Cleanser 150ml,Anonymous,"[This review was collected as part of a promotion.] The new advanced technology helps to clean skin perfectly, as it can reduce the trouble of skin including pimples, dark spots and uneven texture. Salicylic acid/ AHA/ PHA can effectively prevent acne, redness spots and uneven texture.It also encourage the cell turnover, effectively unclogs pores and dissolves excess oil. My skin is improved a lot after using it and associate with other Neutrogena serum and water gel as well. The effectiveness is visible after few days.",5 out of 5 stars.
334,Neutrogena Advanced Acne Cleanser 150ml,pattyw11,"[This review was collected as part of a promotion.] I love this product, using this to help clear up acne spots and prevent any future ones from appearing. I would recommend",5 out of 5 stars.
335,Neutrogena Advanced Acne Cleanser 150ml,sankyc,[This review was collected as part of a promotion.] Beautiful product special I like the packing and very handy and smooth easy to apply on skin definitely buy this product next time.,5 out of 5 stars.
336,Neutrogena Advanced Acne Cleanser 150ml,stephanies628,"[This review was collected as part of a promotion.] Really nice face wash, not strong smelling or drying. I was worried it would dry out my skin but it hasn’t at all. Nice foam.",5 out of 5 stars.
337,Neutrogena Advanced Acne Cleanser 150ml,skyec16,"[This review was collected as part of a promotion.] I haven't found anything yet that has helped with my acne, since starting this my acne has reduced by alot and I have never felt this confident in my own skin",5 out of 5 stars.
338,Neutrogena Advanced Acne Cleanser 150ml,brittanyj113,"[This review was collected as part of a promotion.] This product is very nice scent free, feels amazing on the skin it is very gentle. I don’t think you could do anything else to this product. This is my first time using this product and I think I’ll be purchasing again.",5 out of 5 stars.
339,Neutrogena Advanced Acne Cleanser 150ml,Cindz14,"From the very first use, this product has helped clear my acne!!! So thankful I gave thus a go. My back hasn't been this clear and smooth in years and it has also significantly helped the breakouts on my cheeks from maskne! Highly recommend",5 out of 5 stars.
340,Neutrogena Advanced Acne Cleanser 150ml,Skin,I've got very sensitive skin and small breakouts around the chin and upper area of my mouth. I've spend a fortune on cleansers but nothing i purchased this product and what amazing results my skin feels great well cleansed and my breakouts have dried out overnight and a instant glow on my skin love it.. ☺,5 out of 5 stars.
341,Neutrogena Advanced Acne Cleanser 150ml,SherreeSultana2,"[This review was collected as part of a promotion.] Neutrogena Advanced Acne Cleanser is a effective acne treatment with a combination of other acne treatments, it's a leathery exfoliation leaving my skin feeling smooth and effectively unclogging pores and excess oils from my skin; also helps target dark spots, uneven texture, redness and spot break outs.Overall I'm satisfied with neutrogena advanced acne cleanser and would buy this product when on sale and do recommend this product to friends and family.",4 out of 5 stars.
342,Neutrogena Advanced Acne Cleanser 150ml,Laura6,"[This review was collected as part of a promotion.] I really liked using this cleanser. I have very oily skin and I noticed a significant difference in my oil levels, which really helped clean my skin up. I’m definitely going to keep using and would be really interested in trying other products from the range!",4 out of 5 stars.
343,Neutrogena Advanced Acne Cleanser 150ml,shelfiegirlbeauty,[This review was collected as part of a promotion.] Quite a nice cleanser. Smells nice as well and I don’t feel like it’s drying my skin too much right after I used it which is what usually happens when you use acne cleansers. So that’s nice!,4 out of 5 stars.
344,Neutrogena Advanced Acne Cleanser 150ml,annkate101,"[This review was collected as part of a promotion.] I have noticed a much clearer face as well as significant less time that any spots stay for once they have surfaced which has left me really impressed. The ease of use, the smell and the smoothness that the serum both applies and stays on the skin is excellent.The serum was being used in conjunction with the cleanser when testing.My biggest tip is consistency, being consistent and not missing an application was by far the best  results.",4 out of 5 stars.
345,Neutrogena Advanced Acne Cleanser 150ml,affysbestofbeauty,"[This review was collected as part of a promotion.] I received this cleanser complimentary Neutrogena® Advanced Acne Cleanser 150ml from @influenster in exchange for my honest opinions. I’ve been using it for around a few weeks now and here are my thoughts:Formulated with a blend of exfoliating ingredients (4.5% AHA/PHA/Salicylic Acid), this gel-like cleanser helps reduce blemishes and improves uneven texture. It does contain some fragrance which might be sensitising for some people. However, it doesn’t irritate my skin as long as I’m not leaving it on skin for longer than 20-30 secs. Having said that, the cleanser is a bit stripping but if you have oily/acne-prone skin - it may work out wonderfully for your skin.Overall, this cleanser is worth-trying if you suffer from clogged pores & acne. The ingredients are impressive except the fragrance component. I would have enjoyed it more only if it was “unscented”.",4 out of 5 stars.
346,Neutrogena Advanced Acne Cleanser 150ml,michanab,"[This review was collected as part of a promotion.] I like the consistency of this cleanser. My skin has improved significantly since using this cleanser, I don’t get as much breakout or acne as I had in the past. I’ve used the cleanser once to remove makeup, and it worked quite well.",4 out of 5 stars.
347,Neutrogena Advanced Acne Cleanser 150ml,ashleegraceb,"[This review was collected as part of a promotion.] I have really sensitive skin so finding an acne solution that works and doesn't give me an allergic reaction is miraculous. Unlike other products I've tried these products don't stain or bleach my towels or clothes. Also, they seem to prevent the acne from coming. Usually products work on getting rid of a pimple which is fine but when they constantly popping up prevention is definitely key. The marks on my face that have been sticking around for what seems like an age are fading as well.",4 out of 5 stars.
348,Neutrogena Advanced Acne Cleanser 150ml,Hawa29,"This product did wonders for my skin, I read so many bad reviews concerning this product but still decided to give it a try.  In a few weeks my skin did not only get even, but this product also help to clear out my hi-pigmentation aka my dark spot. I honestly did not get any reaction from this product no burning, no stinging, no redness, nothing! Decided to write a review for Dr skin girls like myself who suffer from discolouration and dark spot that are looking for a good face wash to help get rid of over time.",4 out of 5 stars.
349,Neutrogena Advanced Acne Cleanser 150ml,spellboundginger,"[This review was collected as part of a promotion.] not the nicest smelling acne wash. I have noticed my breakouts are getting less and less frequent since is started using this product, I was expecting too much I think for it to get rid of them all together but it's better then nothing. not sure if I'd buy myself as its on the higher price range then I would usualy buy myself.",3 out of 5 stars.
350,Neutrogena Advanced Acne Cleanser 150ml,princessri4,"[This review was collected as part of a promotion.] I received this from Influenster as a gift one week ago. I tried this cleanser and I must say the ingredients looks fantastic. However, the fragrance is too strong. I can’t deal with the fragrance, it smells so much of chemical. It’s hard to Bear on the face. If you don’t mind the fragrance you might like it. But for me it’s a no and also I didn’t find it that much effective on my face.",3 out of 5 stars.
351,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,Natnat3,[This review was collected as part of a promotion.] After using this cleanser for 2 weeks I started noticing the difference in my complexion. I’ve always had dry skin and struggled to find a cleanser that kept it hydrated. I’ve been very impressed with the Neutrogena Deep Clean Hydrating Foaming Cleanser and it’s done wonders. It leaves my face feeling freshly cleaned and hydrated. I’ll be buying this again!,5 out of 5 stars.
352,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,alicep939,"[This review was collected as part of a promotion.] fantastic cleanser, this has been the extra love and nourishment my skin has needed during the rough change of weather and the havoc it usually causes for my skin! feels gentle and works well with all of the other products in my skincare routine, which is important for me as well. will definitely be repurchasing!",5 out of 5 stars.
353,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,Caity963,[This review was collected as part of a promotion.] This foaming cleanser works great. It’s light and covers the areas nicely without using too much product. It’s hydrating on the skin leaving your skin feeling soft.,5 out of 5 stars.
354,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,Jen991,[This review was collected as part of a promotion.] It is perfect for my skin. Cleans off the excess oil and hydrates to protect against dryness.,5 out of 5 stars.
355,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,Tayla056,[This review was collected as part of a promotion.] Since using the Neutrogena Deep Clean Hydrating Foaming Cleanser my skin feels so much softer and I feel so much more confident. My skin used to be quite dry and flakey and I struggled with products. Since using this my skin feels and looks so much better and I can’t believe how soft it leaves my skin. I will definitely be buying this again,5 out of 5 stars.
356,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,Kk777897,"[This review was collected as part of a promotion.] I received this product 2 weeks ago, and have been using it twice daily. It is a great, simple cleanser that does its job well. It foams up nicely, has no smell and worked great at removing makeup, sunscreen and oils. Some parts of my face are sensitive and it didn’t effect those areas at all, and didn’t leave any redness. I will defiantly be repurchasing this product once I run out, which will be a long while away as you don’t need much.",5 out of 5 stars.
357,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,Indiana236,"[This review was collected as part of a promotion.] Amazing!!!! it honestly will remove a full face of makeup in one cleanse properly It has also made my skin  feel so soft, smooth and clean after each useIt hasn’t irritated my eyes like other cleansers have in the past and my skin no longer has dry spots and flaky areas after only 2 weeks of useI will definitely be continuing using And highly recommend trying this cleanser especially if experiencing dry skin needing some hydration",5 out of 5 stars.
358,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,AussieGal5,"[This review was collected as part of a promotion.] This cleanser is great for people with sensitive skin. It's creamy and only a little product is needed as once water is added, it foams into a beautiful silky cleanser. I massaged it over my eyes to remove mascara with no irritation. It has no smell or fragrance and leaves my skin feeling soft and clean.",5 out of 5 stars.
359,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,Emma016,"[This review was collected as part of a promotion.] It was able to provide a deep cleanse. My skin is completely clear from makeup, dirt and grime after one cleanse. I have sensitive skin and I didn’t react at all to the product. It had a slight scent which was nice. I would definitely be getting this product again and using long term",5 out of 5 stars.
360,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,LittlePattie,"For many years I used the Neutrogena Deep Clean Foaming Cleanser which I loved, but found that the recent new formula no longer suited my skin.  After trying a couple of other brands I was not happy, so went back to Neutrogena and tried the Hydrating Foaming Cleanser.  I am so pleased I did.  I wear a colourstay make-up which this cleanser removes very well, while at the same time leaves my skin feeling hydrated and soft.",5 out of 5 stars.
361,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,hynasbeauty,[This review was collected as part of a promotion.] I have combination skin. Loved this cleanser. Recommended it to someone who has dry skin and they enjoyed using it too. A must buy for me now. Good value for money. Will definitely be using it.,5 out of 5 stars.
362,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,chevonneb,[This review was collected as part of a promotion.] so refreshing love the smell and great on my skin. I have sensitive skin and found that this product doesn't break my out after ove used it! which I love. My absolute favourite from out of the three.,5 out of 5 stars.
363,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,wonderfulweeks,"[This review was collected as part of a promotion.] Great texture, feel good when applying and leaves my skin feeling lovely and clean free from oil amd dirt.",5 out of 5 stars.
364,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,kratik,[This review was collected as part of a promotion.] Very hydrating and absolute cleanser for combination to normal skin. Its very silky and cleans my pores completely. It is great for weather transitioning to summers to autumn. Its very big tube and lasts Forever.,5 out of 5 stars.
365,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,aicazau,"[This review was collected as part of a promotion.] Good Cleanser, it doesn't leave an oily sensation in the skin. The smell is not too harsh and I appreciate when Cleansers don't have any perfumes. Very effective. I would buy it again.",5 out of 5 stars.
366,Neutrogena Deep Clean Hydrating Foaming Cleanser 175g,liana_tries_makeup,[This review was collected as part of a promotion.] I’ll start by saying that I have dry skin and foaming cleansers usually dry my skin out. This cleanser is actually made for dry skin and helped make my skin feel baby smooth. I’ve been using it for over a month now and my skin has felt great! Also amazed by how much product there is!!! Usually you get around 100ml/g but this cleanser comes with a massive 175g!!,5 out of 5 stars.
